yelp_id,place_id,name,street_name,city,county,state,postal_code,coordinates,rating,review_count,business_status,category,hours
FRAIpnvjHmi0MylygFMhTw,ChIJs_y_Z_JxhlQRiKZuhjNw1L8,"('ToursByLocals',)",1185 W Georgia St,Vancouver,Metro Vancouver,BC,V6E 4E6,"(49.2871208, -123.1246908)",5,774,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
syJ10HLil_l4HC6hDejX9Q,ChIJq1Px9Nef44kRr7wGfQrGnZw,"('Burlington House of Pizza',)",114 Cambridge St,Burlington,Middlesex County,MA,01803,"(42.498512, -71.19375)",3.8,99,OPERATIONAL,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 8:00 PM', 'Tuesday: 11:00 AM – 8:00 PM', 'Wednesday: 11:00 AM – 8:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 9:00 PM', 'Saturday: 11:00 AM – 8:00 PM', 'Sunday: Closed']"
C3NNjoimYNAMT4s7v-e4Yw,ChIJLRq6vTRm54gR6eH2YISusyQ,"('Style Encore Waterford Lakes',)",610 N Alafaya Trail,Orlando,Orange County,FL,32828,"(28.55555, -81.20887499999999)",4.4,84,OPERATIONAL,"['point_of_interest', 'clothing_store', 'store', 'establishment']","['Monday: 10:00 AM – 8:00 PM', 'Tuesday: 10:00 AM – 8:00 PM', 'Wednesday: 10:00 AM – 8:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 10:00 AM – 8:00 PM', 'Sunday: 12:00 – 6:00 PM']"
jo0BOmD_I-EARDNYVCvSVQ,ChIJVZ1051AJ9YgRAv1Sl-MVJwk,Bed Bath & Beyond,130 Perimeter Center W,Atlanta,Dekalb County,GA,30346,"(33.927047, -84.3467376)",4.3,458,OPERATIONAL,"['department_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 10:00 PM', 'Tuesday: 9:00 AM – 10:00 PM', 'Wednesday: 9:00 AM – 10:00 PM', 'Thursday: 9:00 AM – 10:00 PM', 'Friday: 9:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 9:00 AM – 10:00 PM']"
WD9pnPZJNhA0ImZ_lg9qIQ,ChIJMWZ_TOFh44kRkimGM0NmSh0,"('Hingham Jewelers',)",35 Whiting St,Hingham,Plymouth County,MA,02043,"(42.1756324, -70.888046)",4.9,102,OPERATIONAL,"['jewelry_store', 'finance', 'point_of_interest', 'store', 'establishment']","['Monday: Closed', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: Closed']"
Hqc_IJRBCKJ_dwhss3R3Jw,ChIJ_-7YqdsKlVQRtgpWslo99Zw,"('OnPoint Community Credit Union',)",8085 SE 13th Ave,Portland,Multnomah County,OR,97202,"(45.46451630000001, -122.6532324)",3.8,13,OPERATIONAL,"['bank', 'finance', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 1:00 PM', 'Sunday: Closed']"
KVoXqFm6X0JcNgVKlg77Fw,ChIJwXmDTYKI44kR5Lw0ETTyMX0,"('Spavia Natick',)",1245 Worcester St,Natick,Middlesex County,MA,01760,"(42.3001469, -71.38517879999999)",4.6,53,OPERATIONAL,"['beauty_salon', 'spa', 'health', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 8:00 PM', 'Tuesday: 10:00 AM – 8:00 PM', 'Wednesday: 10:00 AM – 8:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 9:00 AM – 6:00 PM', 'Sunday: 11:00 AM – 6:00 PM']"
Pz3AVUApGkanDluREOi9ww,ChIJnf8epXQH9YgRuAChrqhQ4Mo,"('Medlock Laundromat',)",2516 N Decatur Rd,Decatur,Dekalb County,GA,30033,"(33.79409890000001, -84.2906076)",4.4,79,OPERATIONAL,"['laundry', 'point_of_interest', 'establishment']","['Monday: 8:30 AM – 4:00 PM', 'Tuesday: 8:30 AM – 4:00 PM', 'Wednesday: 8:30 AM – 4:00 PM', 'Thursday: 8:30 AM – 4:00 PM', 'Friday: 8:30 AM – 4:00 PM', 'Saturday: 8:30 AM – 4:00 PM', 'Sunday: Closed']"
1H5I5qRLSGJwJYJX5ufgww,ChIJo4juow5UW4YRPoinMQmLRKw,Walgreens,5781 Kyle Pkwy,Kyle,Hays County,TX,78640,"(30.0117729, -97.85724859999999)",3.2,53,OPERATIONAL,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']"
BPNZm8QEQOP43KdufSBtJQ,ChIJl3VJKZ4O9YgR5t7l5SsXWV0,"(""Plato's Closet Sandy Springs"",)",6601 Roswell Rd,Sandy Springs,Fulton County,GA,30328,"(33.9352331, -84.3782136)",3.4,148,OPERATIONAL,"['point_of_interest', 'clothing_store', 'store', 'establishment']","['Monday: 10:00 AM – 9:00 PM', 'Tuesday: 10:00 AM – 9:00 PM', 'Wednesday: 10:00 AM – 9:00 PM', 'Thursday: 10:00 AM – 9:00 PM', 'Friday: 10:00 AM – 9:00 PM', 'Saturday: 10:00 AM – 9:00 PM', 'Sunday: 11:00 AM – 8:00 PM']"
zfXon_xyWNZD6x3cpioXgQ,ChIJf9ju3Z21RIYRdexFcVnygeo,"(""Sammie's Shoe Repair"",)",3909 N Interstate Hwy 35,Austin,Travis County,TX,78722,"(30.2957592, -97.7174938)",5,3,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:30 PM', 'Tuesday: Closed', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: 9:00 AM – 2:00 PM', 'Sunday: Closed']"
9jWw9aHR-_nYSTR-1uQ_lw,ChIJPYR7EpNzhlQRb0BPDVZ6sLA,"('Rackets & Runners',)",3880 Oak St,Vancouver,Metro Vancouver,BC,V6H 2M5,"(49.2511674, -123.1273094)",4.8,366,OPERATIONAL,"['point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 6:00 PM', 'Sunday: 11:00 AM – 5:00 PM']"
_-rAHzNrA9h3UhxmeaS-Jw,ChIJz3BFfKQF9YgR2f0dqSDlEpw,"('Zoës Kitchen',)",2333-A Peachtree St NE,Atlanta,Fulton County,GA,30305,"(33.8187961, -84.3878383)",4.1,215,CLOSED_PERMANENTLY,"['restaurant', 'food', 'point_of_interest', 'establishment']",
7Okl4TZpagZly9jYF6ftQA,ChIJJ9qOMo1hOIgRLWxRUEf_Lc4,"('The Pub in Gahanna',)",207 W Johnstown Rd,Gahanna,Franklin County,OH,43230,"(40.0172519, -82.885452)",4.4,249,OPERATIONAL,"['bar', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 2:30 AM', 'Tuesday: 11:00 AM – 2:30 AM', 'Wednesday: 11:00 AM – 2:30 AM', 'Thursday: 11:00 AM – 2:30 AM', 'Friday: 11:00 AM – 2:30 AM', 'Saturday: 11:00 AM – 2:30 AM', 'Sunday: 11:00 AM – 2:30 AM']"
DdsTSWydEdgme-lQKBR7Ww,ChIJfdJg0WZ654gROEOx_rIYGYw,"('Dollar Tree',)",1610 Edgewater Dr,Orlando,Orange County,FL,32804,"(28.5661746, -81.3896874)",4.5,359,OPERATIONAL,"['grocery_or_supermarket', 'furniture_store', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']","['Monday: 8:00 AM – 9:00 PM', 'Tuesday: 8:00 AM – 9:00 PM', 'Wednesday: 8:00 AM – 9:00 PM', 'Thursday: 8:00 AM – 9:00 PM', 'Friday: 8:00 AM – 9:00 PM', 'Saturday: 8:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 8:00 PM']"
mUHyrjFPbqgrsllb_dWNbw,ChIJnft4ImZ4hlQRbQHGxw-d5xk,"(""McDonald's"",)",1131 Austin Ave,Coquitlam,Metro Vancouver,BC,V3K 3P5,"(49.24933919999999, -122.8601534)",3.4,1223,OPERATIONAL,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 5:00 AM – 11:00 PM', 'Tuesday: 5:00 AM – 11:00 PM', 'Wednesday: 5:00 AM – 11:00 PM', 'Thursday: 5:00 AM – 11:00 PM', 'Friday: 5:00 AM – 12:00 AM', 'Saturday: 5:00 AM – 12:00 AM', 'Sunday: 5:00 AM – 11:00 PM']"
ZmkNvH4NBRtjavXrqIDaVw,ChIJN8nw9ZJzhlQRiRugND0QYpU,"('Roberts And Brown Opticians',)",948 W King Edward Ave,Vancouver,Metro Vancouver,BC,V5Z 2E2,"(49.2485292, -123.1255278)",4,39,OPERATIONAL,"['health', 'point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: Closed']"
sUGx4txCbV2muiOKwdzE2w,ChIJCYLWzA1w54gRinrMG7kpDLQ,"('The Porch',)",643 N Orange Ave,Winter Park,Orange County,FL,32789,"(28.592672, -81.35741399999999)",4.4,1622,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: Closed', 'Tuesday: 11:30 AM – 12:00 AM', 'Wednesday: 11:30 AM – 1:00 AM', 'Thursday: 11:30 AM – 2:00 AM', 'Friday: 11:30 AM – 2:00 AM', 'Saturday: 11:00 AM – 2:00 AM', 'Sunday: 11:00 AM – 12:00 AM']"
ydxpVUV_t0oEr8sK8HCpNQ,ChIJVTzW-JV544kRZ65K4yY7z7g,Millennium Nails Inc,195 Harvard St,Brookline,Norfolk County,MA,02446,"(42.3395583, -71.12085739999999)",4.3,32,OPERATIONAL,"['beauty_salon', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 7:00 PM', 'Sunday: 10:00 AM – 6:00 PM']"
yEJvY4BCpl5SPvPy644LLg,ChIJ1WGh9kB444kRkpOTrmN0BuU,"('The 34 Barber Shop',)",580 Washington St,Boston,Suffolk County,MA,02135,"(42.3500442, -71.1653618)",4.1,43,OPERATIONAL,"['hair_care', 'health', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 7:00 PM', 'Tuesday: 10:00 AM – 7:00 PM', 'Wednesday: 10:00 AM – 7:00 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 10:00 AM – 8:00 PM', 'Sunday: Closed']"
Grdnrp06Foa7htLMmBBU9g,ChIJd_c_Y4AD9YgRuXsm8AJMEa8,"('Salad Sensations At CNN',)",190 Marietta St NW,Atlanta,Fulton County,GA,30303,"(33.7582382, -84.3941358)",,,CLOSED_PERMANENTLY,"['restaurant', 'food', 'point_of_interest', 'establishment']",
7qkDiosOA_k1GuSWETLR9A,ChIJH3HcFMx4hlQRYlXkt2u1MnA,"('GangNam Tofu Soup (강남 순두부)',)",2764 Barnet Hwy,Coquitlam,Metro Vancouver,BC,V3B 1B9,"(49.27732289999999, -122.805924)",4.3,316,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:30 AM – 8:00 PM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:30 AM – 8:00 PM', 'Friday: 11:30 AM – 8:00 PM', 'Saturday: 11:30 AM – 8:00 PM', 'Sunday: 11:30 AM – 8:00 PM']"
6nO638sDePH6rGVHcI_ouQ,ChIJiZTN98V254gRgc2ZBoQ0IK4,"('Green Acres Nursery',)",1378 Bunnell Rd,Apopka,Seminole County,FL,32703,"(28.651911, -81.43893299999999)",4.8,101,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 6:00 PM', 'Sunday: 10:00 AM – 5:00 PM']"
5KRrwtvBbzJVvw7bIJClKQ,ChIJSR4vZG5544kRhkpcRO1kxMU,"('JP Centre Yoga',)",670 Centre St,Boston,Suffolk County,MA,02130,"(42.3123989, -71.1138756)",4.8,12,OPERATIONAL,"['gym', 'health', 'point_of_interest', 'establishment']","['Monday: 6:30 AM – 8:45 PM', 'Tuesday: 6:30 AM – 8:45 PM', 'Wednesday: 6:30 AM – 8:45 PM', 'Thursday: 6:30 AM – 8:45 PM', 'Friday: 6:30 AM – 7:30 PM', 'Saturday: 7:30 AM – 6:00 PM', 'Sunday: 7:30 AM – 7:30 PM']"
1_a3_wprXmmhCBVIBrxXjA,ChIJe2EXmoZw44kRJ3BGIb0tASE,"('Pita Thyme',)",102 Water St,Boston,Suffolk County,MA,02109,"(42.3580943, -71.0552178)",4.6,142,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 2:00 PM', 'Tuesday: 11:00 AM – 2:00 PM', 'Wednesday: 11:00 AM – 2:00 PM', 'Thursday: 11:00 AM – 2:00 PM', 'Friday: 11:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
cakfAjNG4kWMHVJzVJjx8g,ChIJVfL94hOQOIgRUY11iJF38L8,"(""Waterbeds 'n' Stuff"",)",3592 Soldano Boulevard,Columbus,Franklin County,OH,43228,"(39.9567439, -83.095772)",4.4,174,OPERATIONAL,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 9:00 PM', 'Tuesday: 10:00 AM – 9:00 PM', 'Wednesday: 10:00 AM – 9:00 PM', 'Thursday: 10:00 AM – 9:00 PM', 'Friday: 10:00 AM – 9:30 PM', 'Saturday: 10:00 AM – 9:30 PM', 'Sunday: 12:00 – 6:00 PM']"
gsicNDwrLH4WGeWMDcJv6w,ChIJZW-u6op954gRJNWeNuIPKEI,"('Ahmed Indian Restaurant OBT',)",11301 S Orange Blossom Trl,Orlando,Orange County,FL,32837,"(28.4016086, -81.40387419999999)",4.2,956,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:30 AM – 10:00 PM', 'Tuesday: 11:30 AM – 10:00 PM', 'Wednesday: 11:30 AM – 10:00 PM', 'Thursday: 11:30 AM – 10:00 PM', 'Friday: 11:30 AM – 10:30 PM', 'Saturday: 11:30 AM – 10:30 PM', 'Sunday: 11:30 AM – 10:00 PM']"
A8sACgfRTeQmgrqnipOV8Q,ChIJL85aKI2glVQRK2htDEHhoJM,"('The UPS Store',)",4110 SE Hawthorne Blvd,Portland,Multnomah County,OR,97214,"(45.5119012, -122.6199631)",4.7,222,OPERATIONAL,"['finance', 'point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 11:00 AM – 4:00 PM']"
1Mvifvp7zw7Fap6gEK2_OQ,ChIJXyjvgCh0hlQR5XDhJyZEyMc,"('Happy Feet Wellness',)",107-2609 49th Ave E,Vancouver,Metro Vancouver,BC,V5S 1J9,"(49.2255416, -123.0543941)",4.1,60,OPERATIONAL,"['spa', 'health', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 9:30 PM', 'Tuesday: 10:00 AM – 9:30 PM', 'Wednesday: 10:00 AM – 9:30 PM', 'Thursday: 10:00 AM – 9:30 PM', 'Friday: 10:00 AM – 9:30 PM', 'Saturday: 10:00 AM – 9:30 PM', 'Sunday: 11:00 AM – 9:30 PM']"
Em-iOcswbvDFXk4nneGx_A,ChIJQXPZ5xvsa4cRXQqwtTWHb00,"('Foot of the Mountain Motel',)",200 Arapahoe Ave,Boulder,Boulder County,CO,80302,"(40.0125444, -105.2964861)",4.4,281,OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']","['Monday: 7:00 AM – 8:00 PM', 'Tuesday: 7:00 AM – 8:00 PM', 'Wednesday: 7:00 AM – 8:00 PM', 'Thursday: 7:00 AM – 8:00 PM', 'Friday: 7:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:00 AM – 8:00 PM']"
cfvR12jMMPCCwPoi6nSZEw,ChIJ6-lLaRB644kRLBguGEiMRbc,"('30 Dalton',)",30 Dalton St,Boston,Suffolk County,MA,02115,"(42.3459101, -71.0844803)",4.6,34,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 12:00 – 5:00 PM']"
6iIjE_00X0OSnBZoFamtBg,ChIJV51S2GgLlVQRV1gKDjzK9QM,"('The UPS Store',)",9220 SW Barbur Blvd,Portland,Multnomah County,OR,97219,"(45.4585996, -122.7088124)",4.1,21,OPERATIONAL,"['finance', 'point_of_interest', 'store', 'establishment']","['Monday: 8:30 AM – 6:30 PM', 'Tuesday: 8:30 AM – 6:30 PM', 'Wednesday: 8:30 AM – 6:30 PM', 'Thursday: 8:30 AM – 6:30 PM', 'Friday: 8:30 AM – 6:30 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']"
_8LZbhEVKj9V_eTOkCq5tw,ChIJIVTNSLoPlVQRlrEwqxG_D9E,"('Just Like Mom Daycare',)",1178 SW 215th Ave,Beaverton,Washington County,OR,97003,"(45.51136349999999, -122.8975212)",4.7,23,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 7:00 AM – 5:00 PM', 'Tuesday: 7:00 AM – 5:00 PM', 'Wednesday: 7:00 AM – 5:00 PM', 'Thursday: 7:00 AM – 5:00 PM', 'Friday: 7:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
Qm9XPU79HfyM9ucqJkBPFg,ChIJhQ30LHpxhlQRu1ltgevhHZE,W. Restaurant,117 W Pender St,Vancouver,Metro Vancouver,BC,V6B 1S4,"(49.2813071, -123.1080294)",4.1,281,CLOSED_PERMANENTLY,"['restaurant', 'food', 'point_of_interest', 'establishment']",
yxpWhTkYo9WogJEdCVplRw,ChIJIwOG_iVv54gRO330nDbIVRY,"('The Armories Oviedo',)",3607 Aloma Ave,Oviedo,Seminole County,FL,32765,"(28.6182915, -81.2634099)",4.5,278,OPERATIONAL,"['point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 7:00 PM', 'Tuesday: 10:00 AM – 7:00 PM', 'Wednesday: 10:00 AM – 7:00 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: Closed']"
JaxVC8j_JW5D_qlof0ci5w,ChIJESY5XM6klVQRdW5mrCKRpBw,"('Jack in the Box',)",16333 SE 12th St,Vancouver,Clark County,WA,98683,"(45.6118648, -122.5048353)",3.4,593,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
NXnpmltlTIM7vNDA7A3rlw,ChIJlVsu-euMOIgR_xU8TSQ0cJc,"('CVS',)",5445 N High St,Columbus,Franklin County,OH,43214,"(40.0734156, -83.0197308)",3.5,31,OPERATIONAL,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']","['Monday: 8:00 AM – 9:00 PM', 'Tuesday: 8:00 AM – 9:00 PM', 'Wednesday: 8:00 AM – 9:00 PM', 'Thursday: 8:00 AM – 9:00 PM', 'Friday: 8:00 AM – 9:00 PM', 'Saturday: 8:00 AM – 9:00 PM', 'Sunday: 8:00 AM – 9:00 PM']"
ZTgp2l3XbADwmOMM5rpWZg,ChIJdf_xfEZ_3YgREiE5AbMz_mw,"(""Disney's Oak Trail Golf Course"",)",1950 W Magnolia Palm Dr,Lake Buena Vista,Orange County,FL,32836,"(28.4034437, -81.5924193)",4,14,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 7:09 AM – 5:30 PM', 'Tuesday: 7:10 AM – 5:30 PM', 'Wednesday: 7:10 AM – 5:30 PM', 'Thursday: 7:11 AM – 5:31 PM', 'Friday: 7:11 AM – 5:31 PM', 'Saturday: 7:12 AM – 5:32 PM', 'Sunday: 7:12 AM – 5:32 PM']"
NzJTiw057rka6RYxU1qbfQ,ChIJaf7TuhKP54gRUp0V5P-W_DU,"(""Carrabba's Italian Grill"",)",2240 FL-50,Clermont,Lake County,FL,34711,"(28.547494, -81.7139076)",4.3,1509,OPERATIONAL,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 10:00 PM', 'Tuesday: 11:00 AM – 10:00 PM', 'Wednesday: 11:00 AM – 10:00 PM', 'Thursday: 11:00 AM – 10:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 9:00 PM']"
SRj5xdtRqeT4SBG7p0qkTA,ChIJB-lJnsqglVQROb0MWKtzALo,"(""Sean's Carpet Care"",)",1631 NE Broadway,Portland,Multnomah County,OR,97232,"(45.5352065, -122.6488105)",5,24,OPERATIONAL,"['laundry', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']"
cLVwhzVhNdF-5sM56p3ODQ,ChIJ17pvVS91hlQR51RLVi225sw,"('Richmond Ninkazu',)",8388 Capstan Way,Richmond,Metro Vancouver,BC,V6X 4A7,"(49.1872243, -123.1285292)",3.5,1988,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 5:30 – 10:30 PM', 'Tuesday: 5:30 – 10:30 PM', 'Wednesday: 5:30 – 10:30 PM', 'Thursday: 5:30 – 10:30 PM', 'Friday: 11:30 AM – 2:00 PM, 5:30 – 11:00 PM', 'Saturday: 11:30 AM – 2:00 PM, 5:30 – 11:00 PM', 'Sunday: 11:30 AM – 2:00 PM, 5:30 – 10:30 PM']"
7GOQGeCySDJxCFK84KHAEw,ChIJiR9SlNxzhlQRimxr6XvBvwk,"('fairview automotive',)",2250 Heather St,Vancouver,Metro Vancouver,BC,V5Z 3H6,"(49.2653078, -123.1196058)",4.6,34,OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
RWKiERC1c94gOZ3Loh4V6Q,ChIJwc5EU3p254gRxhHFQBNHh5A,"('Carter Water',)",nan nan,Longwood,Seminole County,FL,32750,"(28.6996602, -81.3554959)",4.6,371,OPERATIONAL,"['point_of_interest', 'store', 'establishment']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: 9:00 AM – 2:00 PM', 'Sunday: Closed']"
6KUFN11JYjQpa-POp5R08Q,ChIJqV2zg4aglVQR8vch7ZkLfi4,"('NOW Yoga - SE Division',)",3110 SE Division St,Portland,Multnomah County,OR,97202,"(45.5046602, -122.6332796)",4.6,9,OPERATIONAL,"['gym', 'health', 'point_of_interest', 'establishment']","['Monday: 12:00 – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 7:30 PM', 'Friday: 9:00 AM – 7:30 PM', 'Saturday: 8:00 AM – 5:30 PM', 'Sunday: 8:00 AM – 5:30 PM']"
p5G6S0XBJQBeQsUSH8wAJQ,ChIJF70I4cpw44kRgV_Ab8VBPws,"('Reliable Market',)",45 Union Square,Somerville,Middlesex County,MA,02143,"(42.3801076, -71.0962526)",4.6,490,OPERATIONAL,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","['Monday: 9:30 AM – 8:00 PM', 'Tuesday: 9:30 AM – 8:00 PM', 'Wednesday: 9:30 AM – 8:00 PM', 'Thursday: 9:30 AM – 8:00 PM', 'Friday: 9:30 AM – 8:00 PM', 'Saturday: 9:00 AM – 8:00 PM', 'Sunday: 9:00 AM – 7:00 PM']"
J-BYhfx9pr-msDPH0BUB9A,ChIJMQqCNjIc9YgRixbJYdOr5pY,Subway,3695 Cascade Rd,Atlanta,Fulton County,GA,30331,"(33.7244446, -84.5078735)",3,98,OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 9:00 PM', 'Tuesday: 10:00 AM – 9:00 PM', 'Wednesday: 10:00 AM – 9:00 PM', 'Thursday: 10:00 AM – 9:00 PM', 'Friday: 10:00 AM – 9:00 PM', 'Saturday: 10:00 AM – 9:00 PM', 'Sunday: 10:00 AM – 9:00 PM']"
QPQl47etJQIh3sb9NIJI6A,ChIJAW6_c0t854gRXINy1fvZEIg,Ross Dress for Less,1736 Sand Lake Rd,Orlando,Orange County,FL,32809,"(28.4480884, -81.4035773)",4.3,2004,OPERATIONAL,"['clothing_store', 'department_store', 'shoe_store', 'point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 11:00 PM', 'Tuesday: 9:00 AM – 11:00 PM', 'Wednesday: 9:00 AM – 11:00 PM', 'Thursday: 9:00 AM – 11:00 PM', 'Friday: 8:00 AM – 12:00 AM', 'Saturday: 8:00 AM – 12:00 AM', 'Sunday: 9:00 AM – 11:00 PM']"
