yelp_id,place_id,name,street_name,city,county,state,postal_code,coordinates,rating,review_count,business_status,category,hours
gSEf5XJGjROavT7Q8bmUtQ,ChIJw9chcdCd44kR09c5G_zGrPY,"('Lexington Playcare Center',)",6 Meriam St,Lexington,Middlesex County,MA,02420,"(42.4499375, -71.2288865)",5,9,OPERATIONAL,"['school', 'point_of_interest', 'establishment']","['Monday: 7:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 6:00 PM', 'Wednesday: 7:00 AM – 6:00 PM', 'Thursday: 7:00 AM – 6:00 PM', 'Friday: 7:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
9F8-_by7AXe1d3uitgT6gA,ChIJSSpu5uGC44kRByx2vzkmYEk,"('NY Pie',)",934 Moody St,Waltham,Middlesex County,MA,02453,"(42.3602781, -71.2391032)",4.1,258,OPERATIONAL,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 10:00 PM', 'Tuesday: 10:00 AM – 10:00 PM', 'Wednesday: 10:00 AM – 10:00 PM', 'Thursday: 10:00 AM – 10:00 PM', 'Friday: 10:00 AM – 11:00 PM', 'Saturday: 10:00 AM – 10:00 PM', 'Sunday: 11:00 AM – 10:00 PM']"
OyXBUSG6kQwBu3SE-Fm5qQ,ChIJO7fDxoWflVQRseDleH5Enug,"('Archive Portland',)",10645 SE Henry St,Portland,Multnomah County,OR,97266,"(45.476746, -122.553246)",4.3,213,OPERATIONAL,"['health', 'point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 9:00 PM', 'Tuesday: 9:00 AM – 9:00 PM', 'Wednesday: 9:00 AM – 9:00 PM', 'Thursday: 9:00 AM – 9:00 PM', 'Friday: 9:00 AM – 9:00 PM', 'Saturday: 9:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 9:00 PM']"
rK-fgI2_-x0T4lxwF9L4Ww,ChIJ2QgzqbF544kR-HZHOjrGTjk,"('The Publick House',)",1648 Beacon St,Brookline,Norfolk County,MA,02445,"(42.3393356, -71.1366264)",4.5,1041,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: Closed', 'Tuesday: 5:00 – 10:00 PM', 'Wednesday: 5:00 – 10:00 PM', 'Thursday: 5:00 – 10:00 PM', 'Friday: 4:00 – 10:00 PM', 'Saturday: 12:00 – 10:00 PM', 'Sunday: 12:00 – 8:00 PM']"
9zq6uCI86OkN8g2bycB9RQ,ChIJYVAnBdp654gRsKcznA5UASY,"('Lee Forrest Design LLC',)",51 N Bumby Ave,Orlando,Orange County,FL,32803,"(28.5434061, -81.3514192)",5,28,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: Closed', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
Wr7nvjUGp--T3owwIy1ocg,ChIJ227ZSQ2ROIgR1A2v8djwzJg,"('American Freight Furniture, Mattress, Appliance',)",4707 Roberts Rd,Columbus,Franklin County,OH,43228,"(40.00239560000001, -83.132431)",4.4,386,OPERATIONAL,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 8:00 PM', 'Tuesday: 10:00 AM – 8:00 PM', 'Wednesday: 10:00 AM – 8:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 10:00 AM – 8:00 PM', 'Sunday: 11:00 AM – 6:00 PM']"
_AD4ECiNIo4fgCBtoDFENw,ChIJ58cUAC2H3YgRksaSvnpI7YY,"('Arepas El Cacao',)",4115 Town Center Blvd,Orlando,Orange County,FL,32837,"(28.3652553, -81.4251793)",3.6,493,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 12:00 AM', 'Tuesday: 9:00 AM – 12:00 AM', 'Wednesday: 9:00 AM – 12:00 AM', 'Thursday: 9:00 AM – 1:00 AM', 'Friday: 9:00 AM – 4:00 AM', 'Saturday: 9:00 AM – 1:00 AM', 'Sunday: 9:00 AM – 3:00 AM']"
aRcMWn5I7oYRvr5QU6TvkQ,ChIJtWlLTBwJ9YgRzQVwIQfLv0M,"('The Righteous Room',)",2142 Johnson Ferry Rd NE,Atlanta,Dekalb County,GA,30319,"(33.8924437, -84.3257761)",4.5,282,OPERATIONAL,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","['Monday: 11:30 AM – 2:00 AM', 'Tuesday: 11:30 AM – 2:00 AM', 'Wednesday: 11:30 AM – 2:00 AM', 'Thursday: 11:30 AM – 2:00 AM', 'Friday: 11:30 AM – 2:00 AM', 'Saturday: 11:30 AM – 2:00 AM', 'Sunday: 12:00 PM – 12:00 AM']"
lBEdaQFaXS7QRml8uQcbMQ,ChIJe4Cvi_ahlVQRctk3LWYYHGk,"('Banfield Pet Hospital',)",940 SE 11th Ave,Portland,Multnomah County,OR,97214,"(45.5162446, -122.6545507)",4,84,OPERATIONAL,"['veterinary_care', 'point_of_interest', 'establishment']","['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 6:00 PM', 'Sunday: 8:00 AM – 6:00 PM']"
RfrZOBwPAEosXeRYymMZ5w,ChIJC0x565h73YgRkAqEvrcyoxo,Great Clips,8312 Champions Gate Blvd,Four Corners,Osceola County,FL,33896,"(28.2611206, -81.6194484)",4.1,117,OPERATIONAL,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 6:00 PM', 'Sunday: 10:00 AM – 5:00 PM']"
rd2FoEZHqo64oH4oNfxjOQ,ChIJ30aeYt93hlQRBVZ7ApkVR4s,"('BCAA',)",501 6th St,New Westminster,Metro Vancouver,BC,V3L 3B9,"(49.212022, -122.91858)",4.2,101,OPERATIONAL,"['insurance_agency', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']"
3M---z9TUZ60ka9B2RkBDw,ChIJZ28UGaDORIYRbwGWzHCr9yc,"('Elite Guns',)",2121 W Parmer Ln,Austin,Travis County,TX,78727,"(30.4155066, -97.6971669)",4,97,OPERATIONAL,"['point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 7:00 PM', 'Sunday: Closed']"
wQ87nh7RFF0GV4sic-UKLw,ChIJi_irB6KC44kR65ToITHpfM8,"('Creations By Michelina',)",230 Adams St,Newton,Middlesex County,MA,02458,"(42.3579016, -71.19901639999999)",5,3,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: Closed', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 1:00 PM', 'Sunday: Closed']"
AZVneWq5VH0hX3bWIbMp3g,ChIJ9Q6i7uFlOIgR3IDKMA-RX1E,"(""Cock 'n' Bull"",)",6860 Summit Rd SW,Pataskala,Licking County,OH,43062,"(39.9907025, -82.7527717)",4.4,129,OPERATIONAL,"['bar', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 2:30 AM', 'Tuesday: 10:00 AM – 2:30 AM', 'Wednesday: 10:00 AM – 2:30 AM', 'Thursday: 10:00 AM – 2:30 AM', 'Friday: 10:00 AM – 2:30 AM', 'Saturday: 10:00 AM – 2:30 AM', 'Sunday: 10:00 AM – 2:15 AM']"
fN2ZrVaagdLFQE9FQ8V_TA,ChIJR4Gp7aNTW4YRF5q7piQaNGw,"('Floor Pro Network',)",91 Dupree Dr,Buda,Hays County,TX,78610,"(30.0457415, -97.835264)",3.6,8,OPERATIONAL,"['general_contractor', 'point_of_interest', 'store', 'establishment']","['Monday: 7:00 AM – 4:00 PM', 'Tuesday: 7:00 AM – 4:00 PM', 'Wednesday: 7:00 AM – 4:00 PM', 'Thursday: 7:00 AM – 4:00 PM', 'Friday: 7:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
xA_fZepF05Ydu4iiJqfYPg,ChIJHxl8MAoLlVQRzuZ4H3gOmKI,"('Sunny Hills Preschool & Kindergarten',)",7400 SW Scholls Ferry Rd,Beaverton,Washington County,OR,97008,"(45.46646750000001, -122.7761935)",5,1,OPERATIONAL,"['school', 'point_of_interest', 'establishment']","['Monday: 8:30 AM – 1:30 PM', 'Tuesday: 8:30 AM – 1:30 PM', 'Wednesday: 8:30 AM – 1:30 PM', 'Thursday: 8:30 AM – 1:30 PM', 'Friday: 8:30 AM – 1:30 PM', 'Saturday: Closed', 'Sunday: Closed']"
OqsJmRh49oLaQdGQbCM5dQ,ChIJoatxdtS3RIYRz47JWcoaIdg,"('The Barbashop',)",1023 Springdale Rd,Austin,Travis County,TX,78721,"(30.2677157, -97.69391859999999)",5,58,OPERATIONAL,"['hair_care', 'health', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 3:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']"
P71FS9n2zzlLZqiiborS6A,ChIJI_k-oUxwhlQRLq4qyeLKVCU,"('Freshii',)",180 Esplanade W,North Vancouver,Metro Vancouver,BC,V7M 1A3,"(49.31246669999999, -123.0822583)",3.8,105,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 8:00 PM', 'Tuesday: 10:00 AM – 8:00 PM', 'Wednesday: 10:00 AM – 8:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 11:00 AM – 7:00 PM', 'Sunday: 11:00 AM – 7:00 PM']"
EuAZ-e6dauZkZ5Dg_slhWA,ChIJ60A86QMKlVQR6GrGl3dif4c,"('Courier Coffee',)",923 SW Oak St,Portland,Multnomah County,OR,97205,"(45.5227806, -122.6804722)",4.5,369,OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 2:00 PM', 'Tuesday: 9:00 AM – 2:00 PM', 'Wednesday: 9:00 AM – 2:00 PM', 'Thursday: Closed', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: 9:00 AM – 2:00 PM', 'Sunday: 9:00 AM – 2:00 PM']"
O4MyWU66SVOFDk9khKt51w,ChIJ8YC07nZ0hlQRl1Uac98z7us,"('BC Liquor Stores',)",5555 Cambie St,Vancouver,Metro Vancouver,BC,V5Z 3A3,"(49.2345848, -123.1166077)",4.5,1508,OPERATIONAL,"['liquor_store', 'point_of_interest', 'store', 'establishment']","['Monday: 8:00 AM – 11:00 PM', 'Tuesday: 8:00 AM – 11:00 PM', 'Wednesday: 8:00 AM – 11:00 PM', 'Thursday: 8:00 AM – 11:00 PM', 'Friday: 8:00 AM – 11:00 PM', 'Saturday: 8:00 AM – 11:00 PM', 'Sunday: 9:00 AM – 9:00 PM']"
2DdyjryEFi09ceftRcZiLQ,ChIJExksX6t_3YgRBQh6ihVdgnU,"(""Crew's Cup Lounge"",)",1700 Epcot Resorts Blvd,Orlando,Orange County,FL,32830,"(28.3709392, -81.55824919999999)",4.6,98,OPERATIONAL,"['night_club', 'bar', 'point_of_interest', 'establishment']","['Monday: 4:00 – 11:00 PM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 4:00 – 11:00 PM', 'Friday: 4:00 – 11:00 PM', 'Saturday: 4:00 – 11:00 PM', 'Sunday: 4:00 – 11:00 PM']"
lP4YNGIOduiuHNImvipXUw,ChIJp-FUSh0U44kRwuMK0_vZZPM,"(""Dom's Pizza and Subs"",)",79 Bridge St,Beverly,Essex County,MA,01915,"(42.5508003, -70.89499529999999)",4.5,53,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 8:30 PM', 'Tuesday: 11:00 AM – 8:30 PM', 'Wednesday: 11:00 AM – 8:30 PM', 'Thursday: 11:00 AM – 8:30 PM', 'Friday: 11:00 AM – 8:30 PM', 'Saturday: 11:00 AM – 8:30 PM', 'Sunday: 11:00 AM – 8:30 PM']"
PEpuSRW55eHVu23jf391TQ,ChIJU9_s6fnJRIYRC3HhcjbMD5Y,"('Mopac Media',)",6400 Arnold Dr,Austin,Travis County,TX,78723,"(30.310003, -97.674078)",4.3,12,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 11:00 AM – 4:00 PM', 'Sunday: Closed']"
zmRHDJq8qgWoVYobHL2ggg,ChIJY1zYtoRx54gRgI60w4nnAf0,"('Apple Altamonte',)",451 E Altamonte Dr,Altamonte Springs,Seminole County,FL,32701,"(28.666673, -81.37702449999999)",3.6,875,OPERATIONAL,"['electronics_store', 'point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 9:00 PM', 'Tuesday: 10:00 AM – 9:00 PM', 'Wednesday: 10:00 AM – 9:00 PM', 'Thursday: 10:00 AM – 9:00 PM', 'Friday: 10:00 AM – 9:00 PM', 'Saturday: 10:00 AM – 9:00 PM', 'Sunday: 12:00 – 6:00 PM']"
YbObWP2k0efYoBhlRbZKVA,ChIJaZgVqYDKRIYR6Dxh7adUYsE,"('Austin Retina Associates - Main',)",801 W 38th St,Austin,Travis County,TX,78705,"(30.3043979, -97.741789)",4.8,664,OPERATIONAL,"['doctor', 'health', 'point_of_interest', 'establishment']","['Monday: 7:30 AM – 5:00 PM', 'Tuesday: 7:30 AM – 5:00 PM', 'Wednesday: 7:30 AM – 5:00 PM', 'Thursday: 7:30 AM – 5:00 PM', 'Friday: 7:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
HzbNxYZ_h4PWBbGMXyZN6g,ChIJM7aHvXXta4cRggLp8oQBh9Y,"('Berkshire Hathaway HomeServices Rocky Mountain Realtors',)",4710 Table Mesa Dr,Boulder,Boulder County,CO,80305,"(39.9850496, -105.2390127)",5,2,OPERATIONAL,"['real_estate_agency', 'point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: Closed']"
TdUzuS3YMPnJ9EiS_uyaUA,ChIJq3iD4wx644kRTxKMseFpefI,"(""Matilde's Photo & Framing"",)",nan nan,Boston,Suffolk County,MA,02116,"(42.35060199999999, -71.076719)",4.7,96,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 9:00 AM – 2:00 PM', 'Tuesday: 9:00 AM – 2:00 PM', 'Wednesday: 9:00 AM – 2:00 PM', 'Thursday: 9:00 AM – 2:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: Closed']"
UdEokmmuwdQHQQYTq7XBIA,ChIJrQQsjS6klVQRrdY4V1HjCpc,"('Starbucks',)",nan nan,Portland,Multnomah County,OR,97218,"(45.58871, -122.59583)",2.2,5,OPERATIONAL,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","['Monday: 5:30 AM – 1:30 PM', 'Tuesday: 5:30 AM – 1:30 PM', 'Wednesday: 5:30 AM – 1:30 PM', 'Thursday: 5:30 AM – 1:30 PM', 'Friday: 5:30 AM – 1:30 PM', 'Saturday: 5:30 AM – 1:30 PM', 'Sunday: 5:30 AM – 1:30 PM']"
W6P52hLE-ZJSwdxyslkrAQ,ChIJYbDqtHIa9YgRrQn6JFBGqHM,"('Sprouts Farmers Market',)",4330 East-West Connector,Smyrna,Cobb County,GA,30082,"(33.84233, -84.50129)",4.5,871,OPERATIONAL,"['grocery_or_supermarket', 'supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']","['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']"
-L69Ix0-xX4BlHA61fGvrQ,ChIJNWRbIbczW4YRoQtk05Vbehc,"('Chicken Express',)",8300 N FM 620,Austin,Travis County,TX,78726,"(30.421277, -97.8461066)",4.4,373,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 10:30 AM – 10:00 PM', 'Tuesday: 10:30 AM – 10:00 PM', 'Wednesday: 10:30 AM – 10:00 PM', 'Thursday: 10:30 AM – 10:00 PM', 'Friday: 10:30 AM – 10:00 PM', 'Saturday: 10:30 AM – 10:00 PM', 'Sunday: 10:30 AM – 10:00 PM']"
kOOs4hpmS7WZTUTge8fdbw,ChIJY9mXkhluhlQRh3xqsPUepDM,"('Bella Ceramica',)",1475 Marine Dr,West Vancouver,Metro Vancouver,BC,V7T 1B8,"(49.3283546, -123.1560924)",4.5,50,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 10:30 AM – 6:30 PM', 'Tuesday: 10:30 AM – 6:30 PM', 'Wednesday: 10:30 AM – 6:30 PM', 'Thursday: 10:30 AM – 6:30 PM', 'Friday: 10:30 AM – 9:00 PM', 'Saturday: 10:00 AM – 9:00 PM', 'Sunday: 10:00 AM – 6:00 PM']"
nuKCFdYdmSUsIthjcD8wxg,ChIJYc5Q8PwJlVQRzSvA1c_pdrI,"('Central Self Storage',)",1323 NW 16th Ave,Portland,Multnomah County,OR,97209,"(45.5327451, -122.6876767)",3.6,46,OPERATIONAL,"['moving_company', 'storage', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']"
U1vAzp9M3gkLNYuXiL_MUQ,ChIJwVEiT2xMW4YREBAc4XqlCR8,Hill Country OB/GYN Associates,9805 Brodie Ln,Austin,Travis County,TX,78748,"(30.18612019999999, -97.8465116)",4.5,656,OPERATIONAL,"['doctor', 'health', 'point_of_interest', 'establishment']","['Monday: 7:30 AM – 5:00 PM', 'Tuesday: 7:30 AM – 5:00 PM', 'Wednesday: 7:30 AM – 5:00 PM', 'Thursday: 7:30 AM – 5:00 PM', 'Friday: 8:00 AM – 12:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
hZyvS3DgY4gGhRMEknYuNw,ChIJw821LJuF54gRt3SCCiD0S4Q,HairMasters,13900 County Rd 455,Clermont,Lake County,FL,34711,"(28.5483914, -81.6816831)",4.4,42,OPERATIONAL,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']","['Monday: Closed', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: Closed']"
AIbMg5GOxXJY5rBXRGHATA,ChIJzx3rGfGTOIgRjHVzC3IU6Is,"('Choripan Argentine Grill',)",5927 Karric Square Dr,Dublin,Franklin County,OH,43016,"(40.0734025, -83.12279629999999)",4.7,108,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: Closed', 'Tuesday: 11:00 AM – 2:30 PM, 4:30 – 8:00 PM', 'Wednesday: 11:00 AM – 2:30 PM, 4:30 – 8:00 PM', 'Thursday: 11:00 AM – 2:30 PM, 4:30 – 8:00 PM', 'Friday: 11:00 AM – 2:30 PM, 4:30 – 8:00 PM', 'Saturday: 11:00 AM – 8:00 PM', 'Sunday: Closed']"
60VDwdA3m6hNYzTJvkpe8A,ChIJA1Li3QyD44kRFxpBtj58TwU,"('S & S Overhead Door Company',)",124 Farnum Rd,Waltham,Middlesex County,MA,02453,"(42.3772712, -71.2150522)",5,8,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
zRh7QsBUnw4ydz407Ncqug,ChIJrZEtI5bLRIYRdEGADLtUy04,"('CCR Roofing of Austin',)",8711 Burnet Rd,Austin,Travis County,TX,78757,"(30.3689455, -97.7256043)",4.9,100,OPERATIONAL,"['roofing_contractor', 'point_of_interest', 'establishment']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
0Rmkll7VlQ50K1SUO0wXLw,ChIJqeE1_HaflVQRDFJHfzagC4E,"('A Master Touch Body & Paint',)",12738 SE Foster Rd,Portland,Multnomah County,OR,97236,"(45.4764397, -122.5323203)",4.8,47,OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
WmtCj9rPIBDFelkuUhj6ZA,ChIJ6bQ9ujF044kRKM6P8thKDG4,"('Ruxandra Carp MD Psychiatry',)",1 Mt Vernon St,Winchester,Middlesex County,MA,01890,"(42.4525027, -71.1366396)",3.5,47,OPERATIONAL,"['doctor', 'health', 'point_of_interest', 'establishment']","['Monday: 11:00 AM – 7:00 PM', 'Tuesday: 11:00 AM – 7:00 PM', 'Wednesday: 11:00 AM – 7:00 PM', 'Thursday: 11:00 AM – 7:00 PM', 'Friday: 11:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
-Wf_wcSIbHeoCa1bKVQT0Q,ChIJGV6oVgd_3YgRNTwpS5ybzUs,"('Popeyes Louisiana Kitchen',)",7541 W Irlo Bronson Memorial Hwy,Kissimmee,Osceola County,FL,34747,"(28.3349526, -81.5900332)",2.8,1505,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Monday: 10:00 AM – 10:00 PM', 'Tuesday: 10:00 AM – 10:00 PM', 'Wednesday: 10:00 AM – 10:00 PM', 'Thursday: Closed', 'Friday: 10:00 AM – 10:00 PM', 'Saturday: 10:00 AM – 10:00 PM', 'Sunday: 10:00 AM – 10:00 PM']"
8mk-LLso2-c908UfsGXzEQ,ChIJd72pT0ezRIYRQH61CZ-FcGY,Bluff Springs,7100 Bluff Springs Rd,Austin,Travis County,TX,78744,"(30.1840716, -97.77104349999999)",3.2,52,OPERATIONAL,"['point_of_interest', 'establishment']","['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']"
we8JThDU2q8zLDyZeR0syQ,ChIJ1Wsr36Bz44kRQFa451sJHn8,"(""Alan's Auto"",)",178 Tremont St,Melrose,Middlesex County,MA,02176,"(42.4650212, -71.06926349999999)",3.9,56,OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']","['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: 9:00 AM – 12:00 PM', 'Sunday: Closed']"
xIxCkOIW_wUN3109Bb-MsA,ChIJ71_cSmP0OIgR1Cyrc-CPb7c,Verizon,1251 Polaris Pkwy,Columbus,Delaware County,OH,43240,"(40.1414059, -82.9875684)",3.5,338,OPERATIONAL,"['point_of_interest', 'store', 'establishment']","['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 7:00 PM', 'Sunday: 11:00 AM – 5:00 PM']"
GrZiKCpOnpoybAbnm3EyBQ,ChIJj_b4rvkP9YgRaiJJC9QRVdw,"('The Church of The Apostles',)",3585 Northside Pkwy NW,Atlanta,Fulton County,GA,30327,"(33.8525177, -84.4298386)",4.6,164,OPERATIONAL,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",
wgGSPxWcJ1MeV64fo9Zi9Q,ChIJH0-7YVv99IgRvxQ9zkK2IaQ,Residence Inn by Marriott Atlanta Airport North/Virginia Avenue,3401 International Blvd,Hapeville,Fulton County,GA,30354,"(33.6614025, -84.4243176)",4.1,557,OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",
XIeEtK6qQw2P-SjuSTKU7g,ChIJEfnyNU5954gR-NZlS_yEHOY,"('Sorensen Moving & Storage',)",603 W Landstreet Rd,Orlando,Orange County,FL,32824,"(28.4374095, -81.3861819)",4.7,114,OPERATIONAL,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
ZpXUSTaMjyQxXGoU0axIrw,ChIJea3CRHp1lVQRRU5QahZVJCk,"('La-Z-Boy Home Furnishings & Décor',)",11462 SE 82nd Ave,Portland,Clackamas County,OR,97266,"(45.44005629999999, -122.5783489)",4.8,843,OPERATIONAL,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 6:00 PM', 'Sunday: 11:00 AM – 6:00 PM']"
