name,latitude,longitude
Webster Bank,41.3268778,-72.9601695
Seven Stars Bakery,41.8495814,-71.3950854
Dunkin' Donuts,43.8443,-70.118801
Elevation Burger,43.634961,-70.317266
Pho 88,42.6260972,-71.3590211
Shalimar of India,42.3643462,-71.1023366
Asmara Restaurant,42.3664123,-71.1050773
"730 Tavern, Kitchen & Patio",42.3660159,-71.1051419
Mass Chicken,42.3660758,-71.1052378
ABC Pizza House,42.3661531,-71.105349
Dr. Dental,42.3659485,-71.1050185
Citizens Bank,42.366002,-71.104356
Bank of America,42.3661645,-71.1046644
Leader Bank,42.3657662,-71.1039536
Eastern Bank,42.3655496,-71.1036197
Cuchi Cuchi,42.3633583,-71.0971274
ZuZu,42.3638002,-71.1013814
The Middle East Corner,42.363832,-71.1014404
Cambridge Community Television,42.3635069,-71.1008959
People's United Bank,42.3641001,-71.1011382
Santander,42.365234,-71.0611969
The Fours,42.3650161,-71.0609394
Sullivan's Tap,42.3651059,-71.0609947
Hurricane's at the Garden,42.3648417,-71.0607328
Boston Beer Works,42.364473,-71.0603412
Boston Sports Grille,42.3647227,-71.0606014
Grand Canal,42.3638369,-71.0591047
CVS Pharmacy,42.3654203,-71.0608938
Halftime Pizza,42.3650755,-71.0614919
Qdoba,42.3648886,-71.0619016
The Harp,42.364582,-71.0624441
Dunkin',42.364372,-71.0629242
Papa's Roast Beef & Pizza,42.3643327,-71.0630074
Domino's,42.362842,-71.0641231
Viva Burrito,42.3629292,-71.0640963
Tip Tap Room,42.3610246,-71.0639676
Dunkin',42.3610246,-71.0630851
Uptown Cafe,42.3610186,-71.0632702
Yummy Express,42.3610226,-71.063179
Rite Aid,42.360981,-71.0626238
Ma Soba,42.3610048,-71.0646998
Cafe Podima,42.3610068,-71.0649359
Bank of America,42.3614071,-71.0653976
Little Lamb,42.3609592,-71.0693025
Finagle a Bagel,42.3613001,-71.068353
J.P. Licks,42.3601077,-71.0709826
The UPS Store,42.3602088,-71.0706346
Brookline Lunch,42.3638017,-71.101702
Northworks Bar & Grille,42.2764752,-71.8012177
Kings Bowl,42.5146513,-71.0346312
Yard House,42.5145388,-71.0342128
THETREWORKS new milford,41.5798429,-73.4073177
New Oriental House,41.5797639,-73.4082421
Gallery 25,41.5781189,-73.4096277
Zois New Haven,41.3102546,-72.9217528
Blue State Coffee,41.3103774,-72.9255811
Mory's,41.3117362,-72.9294945
Sherkaan,41.3120093,-72.9307148
Pizza Empire,41.3128822,-72.9332137
Main Garden,41.3117786,-72.9334704
Kasbah Garden Cafe,41.311179,-72.9338183
CVS Pharmacy,42.6312112,-71.2728872
Lowell Five,42.6317453,-71.2715857
Dobra Tea,42.317992,-72.6314667
Filos Greek Taverna,42.3178996,-72.6336294
Sakura Garden,41.8152596,-72.5553549
Shaan's Paninis & Roast Beef,42.5878923,-71.3061992
Casa Blanca,42.5881608,-71.3070714
Papa Gino's,42.015618,-71.474162
Five Guys,42.4965099,-71.1011297
Dunkin',42.4966886,-71.1011756
Hot Dog Stand,43.8567526,-70.1032886
River of Life Christian Church In Boston,42.5240119,-71.4282768
Dunkin' Donuts,42.4866011,-71.4172781
Subway,42.4804571,-71.4152415
Atlantic Sea Grill,42.4779939,-71.4113101
McDonald's,42.4759879,-71.4094894
Sushi House,42.4655695,-71.3893145
Outlook,42.5423038,-71.4447099
Outlook,42.5422751,-71.4447073
Silver Pallet,42.6156792,-71.4108609
The Willows,42.6155569,-71.4093106
Mario's,42.6116831,-71.4566871
Dunkin' Donuts,42.6117116,-71.4564692
Pizzeria Presti,42.5807745,-71.4864727
Chinese Martial Arts,42.524087,-71.4337056
Acton Barn Cooperative Nursery School,42.5239328,-71.4338343
Wat Buddhabhavana (Great Wisdom Center),42.5890515,-71.4743029
China Buffet,42.6222728,-71.3179031
Chuck E. Cheese's,42.6222047,-71.3179259
Kyoto Japanese Steak House,42.5988536,-71.2213488
Tasty Waves,41.5771614,-73.4111052
Brothers Deli Restaurant,42.5032654,-71.0700647
Arby's,41.5558317,-73.4176388
The Malted Barley,41.3788532,-71.8302445
Petrillo's,43.8556727,-70.1019257
Asian Bistro,42.4646713,-70.9341558
Gene's Chinese Flatbread Café,42.5675269,-71.4233024
John's Best,41.5560673,-73.4168265
Subway,41.5557082,-73.4164956
Starbucks,41.816342,-72.8629743
BurgerFi,41.8172522,-72.8630413
Greeno Subshop,42.3899721,-72.519353
Partners,41.307965,-72.9340653
Pad Thai,41.3087058,-72.9332955
Pokémoto,41.3087317,-72.932239
Anaya Sushi,41.3085347,-72.9325218
Basta Tratoria,41.3072912,-72.9290264
China King,41.3066523,-72.9275399
New Haven Taste of China,41.306771,-72.9277899
Vi Vi Bubble Tea,41.306635,-72.9274882
Shake Shack,41.307009,-72.9283933
Sushi on Chapel,41.3074301,-72.9294267
Union League Cafe,41.307501,-72.929606
Pine Banks Animal Hospital,42.4402735,-71.0679516
Rangoli Grill,42.5647968,-71.4277421
The Okipoke,42.5649311,-71.4277474
D'Angelo's,41.6819054,-71.5642199
Nichols United Methodist Church,41.2421989,-73.1612832
Gulu Gulu Cafe,42.521323,-70.8962821
The Plough and Stars,42.3682614,-71.1087976
Pammy's,42.3684329,-71.1091866
Walgreens,42.5187179,-70.9093427
CVS Pharmacy,42.5166978,-70.9062175
CVS,42.5217092,-70.8943849
Howling Wolf Taqueria,42.5193696,-70.8936725
Passage to India,42.520208,-70.8951992
Starbucks,42.5189609,-70.8949609
Engine House Pizza,42.5196399,-70.8932756
Dunkin',42.568921,-71.4194151
Papa Gino's,42.5686662,-71.4196484
Pauls Diner,42.5657663,-71.4226364
New Great Taste,42.6416121,-71.3085576
Station 2,42.8205855,-71.5829472
Burger King,41.5630926,-72.9089875
Dosa-N-Curry,42.382293,-71.1025479
Tatte Bakery and Cafe,42.3622063,-71.0812983
Kappa Dental Group,42.3783241,-71.1056447
7 Sins Lounge and Bar,41.769278,-72.6811856
Broadway Post Office,41.4949202,-71.3086741
Rose's Chinese Restaurant,42.4117604,-71.1223675
Danish Pastry House,42.4117184,-71.1218144
Tasty Gourmet,42.4116729,-71.1222436
Helen's Roast Beef & Pizzeria,42.4117166,-71.1223135
Lenny and Joe's Fish Tale,41.2965909,-72.9144493
Five Guys,42.466021,-73.2031312
Harrington's Food & Spirits,42.5024023,-71.0688521
Dunkin' Donuts,42.3631869,-71.017151
Miya's Sushi,41.3098033,-72.9354191
Kingston Community Library,42.9475339,-71.0586703
Midfield Cafe,42.7806534,-71.5170908
Dunkin' Donuts,42.5387074,-71.5096229
Dunkin',42.5460726,-71.4747971
Papa Gino's,42.1272613,-71.5194339
Papa Gino's,41.938839,-71.4773228
Napoli Pizza,41.5005711,-72.8116152
Pho Ethan,41.5010558,-72.811695
portofino,41.3147701,-72.9108808
Citizens Television,41.3129755,-72.9135987
Jade Garden,43.0778041,-70.9372661
Vicki Lee's,42.3809235,-71.1751554
Fusion Taste,42.4785675,-71.0992327
Gulf,43.7829485,-72.4600747
Silvertone,42.3571207,-71.0609359
Walgreens,41.528319,-72.7766108
CVS Pharmacy,41.527647,-72.7754686
Wayback Burgers,41.5273245,-72.774086
Dunkin',41.5272568,-72.7738843
Chipotle,42.3617736,-71.1596049
Richmond Motor Sales and Rentals,41.8404173,-71.4093496
Liberty Bay Credit Union,42.4955711,-71.1025586
Elmo's Dockside,41.8165114,-72.5036695
Amalfi's Pizza & Deli,41.5846023,-73.0413498
Corey Hill Nursing Home,42.344706,-71.137318
CVS Pharmacy,41.529799,-72.7812496
Dev's Daily Deliveries LLC,41.5293086,-72.7772394
Empire Pizza,41.5301942,-72.7801844
K. La Mays Steamed Cheeseburgers,41.5303221,-72.7805015
Liberty Lending Center,41.5309632,-72.7821459
Lunch Box Steamed Cheeseburgers,41.5310367,-72.782626
Meriden Animal Hospital,41.5307638,-72.7832733
Naturally Yours,41.5311337,-72.7828801
Subway,41.5309888,-72.7822351
Top Dog Canine Rehibilitation Center,41.5306757,-72.7833188
Fat Biscuit,42.5146099,-71.0340343
Wagamama,42.515536,-71.0339491
OTTO Pizza,42.5155021,-71.0342182
Pickberry,42.5154927,-71.0344128
Davio's,42.5159589,-71.0339541
Starbucks,42.5151929,-71.0336516
Boloco,42.5153577,-71.0336516
Panera Bread,42.5155204,-71.0336426
Utsav Indian Cuisine,41.8537687,-72.4839133
Starbucks,42.3630323,-71.0856665
Amato's,43.8566619,-70.1018792
Kamasouptra,43.8567704,-70.1017802
Café Crêpes,43.8567171,-70.1017761
Peachy's Smoothies,43.8566775,-70.1018137
The Ninety Nine,41.6579873,-70.3455102
Burger King,41.6883946,-70.3382638
Pinocchio's Pizza and More,41.6563737,-70.3474925
Lazeez,41.3038795,-72.9254581
Hunan House,41.3037737,-72.9255601
Garden Grille Cafe,41.8581653,-71.3913883
Bartropolis Dance Floor,41.3060713,-72.9302067
Bancroft Public Library,43.1721478,-73.3276918
Kuro Shiro,41.3045631,-72.9264817
Marco Polo,41.304085,-72.924833
Menyagumi,41.3061442,-72.9236395
Asian Buffet,41.5091173,-72.8057545
Connex Credit Union,41.5095255,-72.807327
New England Dental,41.5071878,-72.8080461
Ting Ho,41.5070986,-72.8080937
Congress Bar and Grille,43.6537892,-70.2640806
North House of Pizza,42.5277877,-70.9022022
Dotty and Ray's,42.5267124,-70.9009013
Panera Bread,41.3527681,-72.8720171
LongHorn Steakhouse,41.3476545,-72.8690638
Pasta EATaliana,41.3029271,-72.9157601
Moultonborough Public Library,43.7557306,-71.3956849
Lexington Smile Studio Fawn Rosenberg DMD FAGD,42.4180696,-71.231155
ImprovBoston,42.3661119,-71.1032447
The Smoke Shop BBQ,42.3508403,-71.0494833
Row 34,42.3495874,-71.0474916
Pastoral,42.350548,-71.0490382
Sportello,42.3505525,-71.0485101
Poor People's Pub,43.5541115,-71.0261367
Gilmanton Year-Round Library,43.4247852,-71.3310518
Gilmanton Iron Works Library,43.4174428,-71.2966424
Dunkin' Donuts,43.446156,-71.4744915
Subway,43.4557723,-71.5654792
Green Ginger,43.4565907,-71.5621053
The Mayflower,42.0516772,-70.1861148
Dunkin' Donuts,41.9291415,-70.0175008
Flatiron Exchange,43.13347,-72.44388
Triton Regional Middle School,42.7450291,-70.9184467
PYC Bitcoin ATM,42.6541036,-73.7504418
Salem Five Bank,42.4547354,-71.3559706
Santarpio's Pizza,42.3726687,-71.0353415
Skelly's Market,43.7455772,-71.3597893
Red Hill Dari,43.7102868,-71.4601604
Irving,43.720772,-71.4324105
Empire Zero - Recycling & Waste Management ·,42.6576996,-73.7447392
Wellesley Bakery,42.2967633,-71.2919785
Subway,43.1335976,-72.4433396
Asahi,41.6483667,-72.6795838
Gastroenterology Specialists,41.3402497,-73.0917632
Griffin Faculty Physicians - Urology,41.3363669,-73.0902237
Primary Care of Naugatuck,41.5013463,-73.0509233
Griffin Faculty Physicians - Bariatric Surgery,41.336367,-73.0902626
Griffin Faculty Physicians,41.4757458,-73.2163539
Cardinal's Pizza Restaurant,41.5638505,-72.6515295
Fujiya Ramen,41.5619388,-72.6511496
Companions & Homemakers,41.5620393,-72.6512045
Dunkin' Donuts,41.561889,-72.6511224
Hancock Pharmacy,41.5648133,-72.652043
Tibetan Kitchen,41.5638883,-72.6515467
Iguanas Ranas,41.5628382,-72.6510198
Ion Restaurant,41.5641867,-72.6516765
The Whey Stationary,41.5635365,-72.6513304
Krust,41.5654221,-72.6523156
Luce,41.5627014,-72.6515623
Esca Restaurant & Wine Bar,41.5620925,-72.6512336
Lan Chi,41.562863,-72.6516039
Athen's Pizza,42.5399602,-71.7408701
Lalibela,41.3062362,-72.9274458
Parlor Sports,42.3744435,-71.1015002
Novare Res,43.6571735,-70.254852
State Theatre,43.6539661,-70.2636208
Dunkin' Donuts,41.6551711,-72.7253224
Hole In The Wall,41.6657121,-72.7819518
Panera Bread,41.8142481,-72.5263496
Jordan's,41.3155244,-72.9101408
Mercy West Falmouth Primary Care,43.7362164,-70.2965988
Green Pond Fish Market,41.5770543,-70.5475003
House of Teriyaki,42.4095388,-72.5305507
Blount Clam Shack,41.7573269,-71.3594569
Brooklyn Pizza,41.7838053,-71.9580401
Pizza Pizzazz,41.8050279,-71.8835473
Golden Lamb Buttery,41.8125372,-71.9743426
Cibo Matto Caffe,42.0304145,-71.2306707
Panera Bread,42.3750513,-71.2525757
Five Guys,42.375828,-71.2527956
Tiki House,42.3664716,-71.238111
New Dragon Chef,42.3646919,-71.2387172
Athens Pizza,42.3648307,-71.238677
Angelo's House of Pizza,42.3663566,-71.2381512
J's Oyster Bar,43.6559975,-70.2512187
Dutch Point Credit Union,41.705061,-72.7358642
Rosenberg Orthodontics,41.7055977,-72.7360359
Newington Children's Dentistry,41.7059341,-72.7361056
Family Dental Practice of Newington,41.7072637,-72.7364168
Grove Hill Medical Center,41.70752,-72.736449
Newington Family Dentistry,41.7085379,-72.7366795
A Walk-In Medical Center,41.7087052,-72.7367112
Phillips 66,41.7169547,-72.7376946
Hartford Hospital Eye Surgery Center,41.7040689,-72.7368267
Dunkin' Donuts,41.695396,-72.7473472
The Bar & Grill,41.6954279,-72.7468529
Citgo,41.6953277,-72.7464845
Mercury Fuel,41.6943222,-72.756681
Dunkin' Donuts,41.6966514,-72.7235471
Starbucks,41.6981823,-72.7243478
Liberty Bank,41.6942464,-72.722218
Bank of America,41.69501,-72.7224199
CVS,41.6956642,-72.7232504
Newington Post Office,41.6949152,-72.7210814
TD Bank,41.696345,-72.723423
People's United Bank,41.6967925,-72.7235696
Webster Bank,41.6965396,-72.7228205
Goldburgers,41.6968265,-72.7229508
The Black Rose,41.6971354,-72.7230224
Wings Over Newington,41.6975031,-72.723144
Carvel,41.6978873,-72.7232184
Sophia’s Breakfast and Lunch,41.6967135,-72.7205338
"Walter J. Leckowicz Jr., DMD",41.6963674,-72.7207933
"Paul Leckowicz, DMD",41.6963482,-72.7209692
Steve's Place,41.6966331,-72.7213923
Newington Pizza & Restaurant,41.6962729,-72.7215307
Citgo,41.6957381,-72.7242127
Crouchley Chiropractic Center,41.695586,-72.7245607
Copake Convenience Station,42.1276307,-73.5555975
Rite Aid,41.698216,-72.7257087
Stretch's Pizza,41.6982711,-72.7243673
Subway,41.6981216,-72.720346
Santander,41.698122,-72.7197793
East Cedar Dental Inc.,41.6980872,-72.7206945
Sisters of Mercy,41.6980534,-72.720954
Cedar Mountain Commons,41.6957434,-72.7129722
Clinical Laboratory Partners,41.6979305,-72.7148788
Quest Diagnostics,41.6985419,-72.7245079
Yanni's Pizza Restaurant,41.7124058,-72.7255389
Shell,41.7121849,-72.7265484
McDonald's,41.2858734,-72.8873343
KFC,41.2846502,-72.8860543
New Lebanon Town Hall,42.4788776,-73.3738632
New Lebanon Town Court,42.47881,-73.3739291
Blueberry Hill Cafe,42.4667318,-73.3915435
Bucky's Bagels,42.4679941,-73.3910071
Berkshire Bank,42.4678398,-73.3914309
Jimmy D's Pizza Royale,42.4659347,-73.3925765
Shaker Mountain Barbecue,42.4660749,-73.3946227
New Lebanon Library,42.4656357,-73.3944939
Hitchin' Post Cafe,42.4663559,-73.3938824
New Lebanon Congregational Church,42.4636291,-73.3970606
Immaculate Conception Church,42.4661264,-73.4095197
The Pillars Restaurant,42.4691456,-73.4206562
Water Systems Specialties,41.6717201,-73.0705619
Bank of America,43.7002585,-72.2901257
Dunk's Sports Grill,43.7006144,-72.2883633
Novack Café,43.7057761,-72.2885647
Bregman Music and Audio Research Studio,43.7023578,-72.2861725
Feldburg Library,43.7051337,-72.2950639
Honey Dew Donuts,42.8873278,-71.1494456
Dunkin' Donuts,41.3355472,-72.9006055
Dunkin' Donuts,42.8193286,-71.2523574
Hampstead Animal Hospital,42.8758199,-71.1538754
Doughboy Donuts & Deli,42.3401238,-71.0567898
Coffee Beanery,42.6409413,-73.741373
Public Kitchen,42.5031931,-71.0705049
Darwin's Ltd.,42.3689611,-71.1136071
Grass Fed,42.314732,-71.1142676
Ten Tables,42.314889,-71.1142497
7 Pond Coffee Bar,42.3147663,-71.114369
Cross Sound Ferry,41.3556413,-72.0925424
Five Guys,42.301276,-71.3589927
Panera Bread,42.3010755,-71.3589149
Pizza Hut,42.2999825,-71.3626188
Oga's,42.3000777,-71.3620421
Subway,42.3034361,-71.3338148
Chipotle,41.8282551,-71.400507
DENDEN Asian Cafe,41.8287463,-71.4081066
The UPS Store,42.6562911,-71.138607
West End Lounge,42.0375931,-70.1957574
China Garden,42.4297417,-71.0228416
Rami's,42.3433629,-71.1235668
Cafe Eilat,42.3450976,-71.1269168
Taam China,42.3457015,-71.1272962
Hertz Rent A Car Return,42.3675601,-71.0313707
Riverside Grill,43.71336,-70.3109698
The Saco Drive In,43.5502832,-70.4063797
Red Fox Bar & Grille,44.1427396,-71.1835491
Dunkin' Donuts,41.8550088,-69.9869176
Ben & Jerry's,41.8550803,-69.9869242
Rubin's Kosher Delicatessen and Restaurant,42.3480693,-71.1294569
Temazcal Tequila Cantina,42.2998165,-71.400882
Liz's Cafe,42.0465958,-70.1931176
Subway,41.7185973,-71.4862748
Wasabi,41.7050763,-71.4906035
Flatbread Company,42.8581429,-70.9311669
Dumpling House,42.3687019,-71.1098463
Ryder Truck Rental,42.6603592,-73.7413647
Golden View Health Care Center,43.6439793,-71.5049896
Rumor,42.3506611,-71.0662113
Boca Grande,42.3662759,-71.0780702
The Similans,42.3663589,-71.0780588
Helmand,42.366472,-71.0780441
Hanto,42.2551804,-71.4655438
Citgo,42.247783,-73.782167
The Baited Hook,43.6445188,-72.1776897
Kismet Kafe,42.5295662,-70.9270398
Mercato’s Restaurant & Pizzeria,42.565316,-73.6818002
Bluebikes,42.3517005,-71.1190102
Bluebikes,42.3524008,-71.0628808
Bluebikes,42.3514695,-71.059355
Bluebikes,42.3637684,-71.0821015
Bluebikes,42.3612995,-71.0652246
Bluebikes,42.3599087,-71.0514427
Bluebikes,42.3549535,-71.0633749
Bluebikes,42.3628011,-71.0561327
Bluebikes,42.351179,-71.0663529
Bluebikes,42.3638888,-71.0508797
Bluebikes,42.3590016,-71.0575529
Bluebikes,42.3522601,-71.1237528
Bluebikes,42.3571387,-71.0507043
Bluebikes,42.3520961,-71.055608
Bluebikes,42.341814,-71.0902297
Rite Aid,43.6318739,-72.3165363
The UPS Store,43.6320226,-72.3171496
United States Post Office,43.6323646,-72.3144717
Ziggy's Pizza,43.6284224,-72.3240581
Citizens Bank,43.6291527,-72.3214111
603BJJ Brazilian Jiu-Jitsu,43.6426388,-72.2537816
Dunkin',43.6459018,-72.2539103
Subway,43.6459394,-72.2537852
Warren Public Library,41.7421093,-73.3479995
Woodbury Public Library,41.5417548,-73.2074895
Zo Greek,42.3592336,-71.0554274
Machu Picchu,42.3804502,-71.0973366
Veggie Crust (Meatless Everyday),42.3822787,-71.102507
China Delight,42.3829871,-71.1061515
Union Square,42.3807582,-71.0971691
East Boston Savings Bank,42.3803376,-71.0969377
Backbar,42.3799556,-71.0943561
Highland Kitchen,42.3882502,-71.1032591
Dunkin' Donuts,42.3883448,-71.1036392
Dunkin' Donuts,43.3506622,-72.3600383
Smith's Drug,42.503644,-71.0703221
Hana Sushi,42.3967011,-71.1297354
Qingdao Garden,42.3968135,-71.1298747
Acapulcos Mexican Family Restaurant,42.8470828,-70.9120991
Ovedia,42.8572528,-70.9304641
Barking Dog,42.8571486,-70.9317731
Ale House,42.8574946,-70.9309362
Jade III,42.8577542,-70.9299009
Kitchen No. 8,42.8574182,-70.9309978
McDonald's,42.256992,-72.2498839
Fort Point Post Office,42.3508036,-71.0536732
One 6 Three,41.3210761,-72.9091086
Savings Bank Of Danbury,41.5353135,-73.4237234
Phuket,42.5038111,-71.069811
Mission BBQ,41.2521792,-73.018529
Bank of America,41.2581771,-73.0130726
Watertown Library Association,41.6037525,-73.1175096
Subway,42.6231736,-71.3609688
DeLux Café,42.3463152,-71.0729011
Max's Deli Cafe,42.3576995,-71.0541968
Subway,42.3578311,-71.0540352
Redbones,42.3951496,-71.1223224
Savino's,42.3812882,-71.1750625
McDonald's,41.2879753,-72.3937555
Luigi's,41.2875099,-72.4033754
Saigon City,41.28773,-72.4042353
Dee's Deli,41.790606,-71.4535253
Dunkin' Donuts,41.7113989,-71.3975076
Saint John's Lodge #1,41.6164175,-71.2483235
Mizu,41.7153418,-71.3991232
Picasso's Pizza,41.7133217,-71.3994971
Walgreens,41.8801588,-71.3870966
Monty's River Grille,41.2753458,-73.0830247
Crave,41.344843,-73.079617
The Original Antonio's,41.3417202,-73.0784462
East Lyme Community Center,41.3491881,-72.2163241
Sophia's,42.5973124,-72.597033
The Pennfield School,41.5522804,-71.2521204
Community Solutions,41.793037,-72.6813696
Subway,43.113023,-72.4288254
Hannaford Distribution Center,42.4966388,-73.6690791
Newburyport Farmers' Market,42.8103593,-70.8660285
Subway,41.7585276,-72.6992448
Saint Mary’s Parish,42.0571415,-72.5800647
Old Wentworth Dennett School,43.0870916,-70.7506145
The Melting Pot,42.2967722,-71.3973298
Bertucci's,42.2980477,-71.4006878
Burtons,42.2983416,-71.3943448
Legal Sea Foods,42.2982793,-71.3949111
Starbucks,41.8365071,-71.4091457
Arturo's,42.2742695,-71.6111664
GillBilly’s Pub,42.6430788,-72.5276942
Mary Queen of The Rosary Parish,42.2403955,-71.9919126
Dogleg Cafe,42.4388964,-71.6449935
Taipei Tokyo Cafe,42.4785171,-71.1517157
Faialense Sport Club,42.3731918,-71.0957768
John W. Rogers Middle School,42.1288006,-70.9183851
Rockland High School,42.1283806,-70.9172282
The Gaff,42.3682203,-71.2376387
Lexington House of Pizza,42.4489817,-71.1987548
The Black Rose,42.3594126,-71.0536973
Vialé,42.364022,-71.101797
Ballardvale Cafe,42.6266317,-71.1601254
Ballardvale Station,42.6270266,-71.1606378
Spinners Pizza Parlor,42.6266971,-71.1601899
JP Kitchen,42.3057899,-71.1079233
Bao Nation,42.3650238,-71.1022587
Christ Lutheran Church,42.2786401,-71.3297698
Southern Jamaica Plain Health Center,42.3133097,-71.1138915
Panera Bread,42.3568214,-71.0517938
Dunkin',42.3564483,-71.0530893
Nebo Cucina & Enoteca,42.3537855,-71.0528227
Dunkin',42.356713,-71.0565572
McDonald's,42.3303174,-71.2547806
Pizza Mia Uptown Cafe and Catering,42.568853,-71.15935
CVS Pharmacy,41.6169841,-70.4887376
United States Postal Service- Mashpee,41.6171402,-70.4910685
Panera Bread,42.5566059,-71.1791425
Subway,42.5528183,-71.1793227
Bank of America,42.5479983,-71.1743142
Amherst Boys & Girls Club,42.3765193,-72.5196519
Dunkin' Donuts,41.6845476,-71.5074179
Domino's Pizza,41.682795,-71.5258615
Dunkin' Donuts,42.5681596,-71.1593491
Brass Cat,42.2647793,-72.6664027
Sanford Institution for Savings,43.6795228,-70.5874411
Rite Aid Pharmacy,43.6794251,-70.5885932
Fuddruckers,42.5203932,-71.0900843
Starbucks,42.353244,-71.0576648
Tikkaway,41.3068538,-72.9376293
Pret A Manger,42.3549335,-71.0595204
Hertz,42.5095238,-71.1608479
Caffè Nero,42.3534422,-71.0623116
Unitarian Universalist Fellowship of the Eastern Slopes,43.8592944,-71.2627913
La Crêperie,41.8277863,-71.4002126
Coffee Exchange,41.8193013,-71.3990975
Cafe Zog,41.8193845,-71.398465
Blue State Coffee,41.8301736,-71.4010379
Rockstar Piercing,41.828957,-71.4006398
Whole Foods Market,41.8278073,-71.3861781
First Congregational Church,42.9373235,-71.0550159
Hanover Nursery School,42.117532,-70.8433539
Starbucks,42.3555941,-71.0611045
J Timothy's Taverne,41.67791,-72.847329
Magma Cafe Coffee Roasters,42.8100178,-70.8703692
New Bedford Whaling National Historical Park Visitor Center,41.6358254,-70.9240919
Crackskull's Coffee & Books,43.0797462,-70.9359538
The Big Bean Cafe,43.0790346,-70.9364229
Brown's Bagel Shop,43.0798217,-70.9358616
Dos Amigos,42.8103918,-70.8712988
Slap Shot Pub,42.6231304,-71.3580668
Chubby's Ice Cream & Grill,42.2724492,-72.4102394
Starbucks,42.4896494,-71.2723481
Domino's Pizza,42.4897745,-71.2727888
Steve's Pizza,42.4864239,-71.2607159
Faith Community Church of Hopkinton,42.2388861,-71.4896585
Rite Aid,44.142541,-72.0236352
South Shore Conservatory,42.0482717,-70.6750957
Duxbury Performing Arts Center,42.0464393,-70.6801359
Basilica Hudson,42.2518719,-73.7988096
First Niagara Bank,42.2478654,-73.7804528
CVS Pharmacy,42.2474786,-73.7840006
Cafe Le Perche,42.2539002,-73.7921976
Vico,42.2547272,-73.7933408
Time & Space Limited,42.2510064,-73.7864708
Subway,42.5389718,-71.139295
The Basement,42.3195215,-72.6317348
Early Bird Cafe,43.2341913,-70.8091659
Rebecca's Cafe,42.5546251,-71.1343514
Ki Bistro,42.3526094,-71.1213609
Malden Dental Center,42.426701,-71.0668598
New York Pizza,42.4265632,-71.0669344
Nana's Pizza,42.4146886,-71.0643223
Anny's Place,42.4232231,-71.0631709
Rite Aid,42.6490463,-71.6616985
Dunkin' Donuts,42.6502249,-71.6634054
Patriot Pizza,42.6502497,-71.6635353
Central Plaza Pizza,42.6641412,-71.7018161
Townsend Pizza,42.6661703,-71.7040961
Sunoco,42.9639257,-72.5268675
River Valley Credit Union,42.9692422,-72.5219845
Center Harbor Town Office,43.708465,-71.4632878
Center Harbor Diner,43.7110689,-71.4584857
Toasted,41.76739,-72.6768321
Dos Lobos,42.5955145,-71.1191942
B’nai Israel of Southbury,41.489026,-73.2106477
Christ the Redeemer Church,41.500015,-73.2166999
Christ the Savior Orthodox Church,41.5103458,-73.2471912
First Church of Christ Scientist,41.4980903,-73.2142281
Saint Paul's Episcopal Church,41.5409458,-73.2083601
Holden Pizza,42.3376414,-71.8365078
Johnson's Seafood & Steak,43.4301599,-71.165619
Patriot Pizza,42.5652962,-71.9767778
Subway,42.5660543,-71.9774701
Yen Yen Chinese Restaurant,42.5660654,-71.9769157
SAWA,42.558882,-71.9894216
Dunkin' Donuts,42.5713287,-71.994484
Supreme House Of Pizza,43.0358244,-71.1821766
Rite Aid,42.8252722,-71.6237849
AMC Assembly Row 12,42.394954,-71.0797275
Starbucks,42.2989642,-71.4222321
Applebee's,42.4877085,-71.0169005
Bella Napoli,41.1990149,-73.1339014
Starbucks,41.1990216,-73.1337264
Crazy Dough's Pizza,42.3659064,-71.062425
Dunkin',42.3661905,-71.0619621
Chabad Jewish Center,42.2751573,-71.2498088
85 Pizza and Subs,42.1629098,-71.5088804
Kent Pizza Garden,41.726166,-73.4743909
Moe's Southwest Grill,41.7136345,-72.6085108
Saint Michael's Church,43.3018411,-70.9760742
KinderCare,42.1623413,-71.5387574
Rosia's Villa Pizza,42.1427369,-71.5430231
Dunkin' Donuts,42.2720933,-72.4110999
La Trattoria,42.2720008,-72.4109104
Antonio's,42.2904442,-72.4090153
Kelly's Restaurant,42.3731825,-72.5034438
Bruegger's Bagels,42.3781134,-72.5202248
Johnny's Tavern,42.3762737,-72.518201
Portelli's Joe N Dough,42.6588627,-73.7660367
Dunkin' Donuts,42.2903456,-72.4076275
Uncle Chucks Pizza,42.2177276,-71.8451954
Lucas Confectionery,42.7311919,-73.6914101
Bacchus Woodfired,42.7306067,-73.6918495
Bootlegger's on Broadway,42.7315008,-73.6911679
Windsor St. Health & Community Center,42.3646976,-71.0966449
Bangkok Cafe,44.0541,-71.1285
Citizens Bank,44.0555,-71.1294
Merrimack Pharmaceuticals,42.3625653,-71.0832886
Jackson Public Library,44.1418995,-71.1828574
Madeline's Coffee Shop and Sandwich Deli,44.1473728,-71.1841508
Stewart's Seafood,41.8544995,-69.9871763
Karoo Restaurant,41.8522079,-69.9856659
The Ruck,42.7283744,-73.6907825
Scarecrow Pub & Grill,44.0934811,-71.150443
Igreja Universal do Reino de Deus,42.2763206,-71.4164731
Flapjack's Pancake House,44.0441264,-71.6689806
